,Mes,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,1° mes,3° mes,6° mes,nombre_ss,nombre_establecimiento,nombre_comuna,Prestación
2849,7,13,113790,A0200001,13,13402,3,7,4,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,MENORES CONTROLADOS
2850,8,13,113790,A0200001,13,13402,3,7,6,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,MENORES CONTROLADOS
2851,6,13,113790,A0200002,13,13402,6,3,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,LACTANCIA MATERNA EXCLUSIVA
2852,2,13,113407,A0200002,13,13402,0,0,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,LACTANCIA MATERNA EXCLUSIVA
2853,2,13,113407,A0200001,13,13402,0,0,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,MENORES CONTROLADOS
2854,1,13,113407,A0200002,13,13402,0,0,3,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,LACTANCIA MATERNA EXCLUSIVA
2855,1,13,113407,A0200001,13,13402,0,0,4,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,MENORES CONTROLADOS
2856,11,13,113790,A0200002,13,13402,3,1,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,LACTANCIA MATERNA EXCLUSIVA
2857,11,13,113790,A0200001,13,13402,4,3,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,MENORES CONTROLADOS
2858,5,13,113407,A0200002,13,13402,1,2,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,LACTANCIA MATERNA EXCLUSIVA
2859,5,13,113407,A0200001,13,13402,1,2,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,MENORES CONTROLADOS
2860,5,13,113790,A0200002,13,13402,1,3,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,LACTANCIA MATERNA EXCLUSIVA
2861,5,13,113790,A0200001,13,13402,4,4,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,MENORES CONTROLADOS
2862,1,13,113790,A0200002,13,13402,2,4,6,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,LACTANCIA MATERNA EXCLUSIVA
2863,4,13,113790,A0200002,13,13402,4,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,LACTANCIA MATERNA EXCLUSIVA
2864,4,13,113790,A0200001,13,13402,9,3,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,MENORES CONTROLADOS
2865,4,13,113407,A0200002,13,13402,0,0,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,LACTANCIA MATERNA EXCLUSIVA
2866,4,13,113407,A0200001,13,13402,0,1,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,MENORES CONTROLADOS
2867,9,13,113407,A0200001,13,13402,0,1,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,MENORES CONTROLADOS
2868,2,13,113790,A0200001,13,13402,8,2,5,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,MENORES CONTROLADOS
2869,1,13,113790,A0200001,13,13402,3,4,8,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,MENORES CONTROLADOS
2870,2,13,113790,A0200002,13,13402,4,2,4,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,LACTANCIA MATERNA EXCLUSIVA
2871,3,13,113407,A0200002,13,13402,1,0,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,LACTANCIA MATERNA EXCLUSIVA
2872,3,13,113407,A0200001,13,13402,1,0,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,MENORES CONTROLADOS
2873,3,13,113790,A0200002,13,13402,3,1,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,LACTANCIA MATERNA EXCLUSIVA
2874,3,13,113790,A0200001,13,13402,5,5,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,MENORES CONTROLADOS
2875,10,13,113790,A0200002,13,13402,4,0,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,LACTANCIA MATERNA EXCLUSIVA
2876,10,13,113790,A0200001,13,13402,9,0,7,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,MENORES CONTROLADOS
2877,10,13,113407,A0200002,13,13402,1,0,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,LACTANCIA MATERNA EXCLUSIVA
2878,10,13,113407,A0200001,13,13402,1,0,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,MENORES CONTROLADOS
2879,12,13,113407,A0200002,13,13402,1,0,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,LACTANCIA MATERNA EXCLUSIVA
2880,12,13,113407,A0200001,13,13402,2,0,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,MENORES CONTROLADOS
2881,12,13,113790,A0200002,13,13402,3,4,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,LACTANCIA MATERNA EXCLUSIVA
2882,12,13,113790,A0200001,13,13402,4,8,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Héctor García,Buin,MENORES CONTROLADOS
2883,11,13,113407,A0200002,13,13402,0,0,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,LACTANCIA MATERNA EXCLUSIVA
2884,11,13,113407,A0200001,13,13402,0,1,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Los Morros,Buin,MENORES CONTROLADOS
2885,6,13,113402,A0200001,13,13402,,4,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,MENORES CONTROLADOS
2886,6,13,113402,A0200002,13,13402,,3,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,LACTANCIA MATERNA EXCLUSIVA
2887,7,13,113402,A0200002,13,13402,1,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,LACTANCIA MATERNA EXCLUSIVA
2888,7,13,113402,A0200001,13,13402,1,2,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,MENORES CONTROLADOS
2889,3,13,113402,A0200002,13,13402,1,0,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,LACTANCIA MATERNA EXCLUSIVA
2890,2,13,113402,A0200002,13,13402,0,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,LACTANCIA MATERNA EXCLUSIVA
2891,2,13,113402,A0200001,13,13402,1,0,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,MENORES CONTROLADOS
2892,9,13,113402,A0200002,13,13402,0,2,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,LACTANCIA MATERNA EXCLUSIVA
2893,9,13,113402,A0200001,13,13402,1,5,5,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,MENORES CONTROLADOS
2894,8,13,113402,A0200002,13,13402,0,0,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,LACTANCIA MATERNA EXCLUSIVA
2895,8,13,113402,A0200001,13,13402,1,0,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,MENORES CONTROLADOS
2896,3,13,113402,A0200001,13,13402,1,2,5,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,MENORES CONTROLADOS
2897,11,13,113402,A0200002,13,13402,3,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,LACTANCIA MATERNA EXCLUSIVA
2898,11,13,113402,A0200001,13,13402,3,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,MENORES CONTROLADOS
2899,5,13,113402,A0200001,13,13402,1,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,MENORES CONTROLADOS
2900,4,13,113402,A0200002,13,13402,0,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,LACTANCIA MATERNA EXCLUSIVA
2901,4,13,113402,A0200001,13,13402,0,1,4,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,MENORES CONTROLADOS
2902,12,13,113402,A0200002,13,13402,0,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,LACTANCIA MATERNA EXCLUSIVA
2903,12,13,113402,A0200001,13,13402,1,1,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,MENORES CONTROLADOS
2904,1,13,113402,A0200002,13,13402,3,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,LACTANCIA MATERNA EXCLUSIVA
2905,1,13,113402,A0200001,13,13402,3,4,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,MENORES CONTROLADOS
2906,10,13,113402,A0200002,13,13402,0,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,LACTANCIA MATERNA EXCLUSIVA
2907,10,13,113402,A0200001,13,13402,0,2,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,Buin,MENORES CONTROLADOS
2908,6,13,113405,A0200002,13,13402,1,0,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,LACTANCIA MATERNA EXCLUSIVA
2909,6,13,113405,A0200001,13,13402,3,0,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,MENORES CONTROLADOS
2910,6,13,113406,A0200002,13,13402,0,1,3,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,LACTANCIA MATERNA EXCLUSIVA
2911,6,13,113406,A0200001,13,13402,0,1,3,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,MENORES CONTROLADOS
2912,9,13,113333,A0200002,13,13402,3,1,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,LACTANCIA MATERNA EXCLUSIVA
2913,4,13,113405,A0200002,13,13402,0,0,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,LACTANCIA MATERNA EXCLUSIVA
2914,7,13,113405,A0200002,13,13402,6,0,3,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,LACTANCIA MATERNA EXCLUSIVA
2915,7,13,113405,A0200001,13,13402,7,2,3,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,MENORES CONTROLADOS
2916,7,13,113406,A0200001,13,13402,0,1,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,MENORES CONTROLADOS
2917,7,13,113406,A0200002,13,13402,0,0,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,LACTANCIA MATERNA EXCLUSIVA
2918,6,13,113333,A0200002,13,13402,5,4,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,LACTANCIA MATERNA EXCLUSIVA
2919,3,13,113333,A0200002,13,13402,1,1,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,LACTANCIA MATERNA EXCLUSIVA
2920,3,13,113333,A0200001,13,13402,3,2,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,MENORES CONTROLADOS
2921,7,13,113333,A0200002,13,13402,2,1,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,LACTANCIA MATERNA EXCLUSIVA
2922,7,13,113333,A0200001,13,13402,4,1,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,MENORES CONTROLADOS
2923,6,13,113333,A0200001,13,13402,6,6,10,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,MENORES CONTROLADOS
2924,9,13,113405,A0200002,13,13402,0,3,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,LACTANCIA MATERNA EXCLUSIVA
2925,9,13,113405,A0200001,13,13402,1,3,2,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,MENORES CONTROLADOS
2926,9,13,113333,A0200001,13,13402,3,2,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,MENORES CONTROLADOS
2927,8,13,113333,A0200002,13,13402,1,4,1,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,LACTANCIA MATERNA EXCLUSIVA
2928,8,13,113333,A0200001,13,13402,1,8,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,MENORES CONTROLADOS
2929,8,13,113405,A0200002,13,13402,1,0,3,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,LACTANCIA MATERNA EXCLUSIVA
2930,8,13,113405,A0200001,13,13402,2,1,4,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,MENORES CONTROLADOS
2931,5,13,113333,A0200002,13,13402,4,1,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,LACTANCIA MATERNA EXCLUSIVA
2932,5,13,113333,A0200001,13,13402,4,1,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,MENORES CONTROLADOS
2933,2,13,113406,A0200002,13,13402,1,0,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,LACTANCIA MATERNA EXCLUSIVA
2934,2,13,113406,A0200001,13,13402,1,0,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,MENORES CONTROLADOS
2935,2,13,113405,A0200002,13,13402,2,0,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,LACTANCIA MATERNA EXCLUSIVA
2936,2,13,113405,A0200001,13,13402,2,0,2,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,MENORES CONTROLADOS
2937,1,13,113406,A0200002,13,13402,0,1,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,LACTANCIA MATERNA EXCLUSIVA
2938,1,13,113406,A0200001,13,13402,0,1,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,MENORES CONTROLADOS
2939,4,13,113333,A0200002,13,13402,2,2,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,LACTANCIA MATERNA EXCLUSIVA
2940,4,13,113333,A0200001,13,13402,3,2,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,MENORES CONTROLADOS
2941,1,13,113405,A0200002,13,13402,3,3,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,LACTANCIA MATERNA EXCLUSIVA
2942,1,13,113405,A0200001,13,13402,4,6,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,MENORES CONTROLADOS
2943,11,13,113333,A0200002,13,13402,2,0,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,LACTANCIA MATERNA EXCLUSIVA
2944,11,13,113333,A0200001,13,13402,2,0,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,MENORES CONTROLADOS
2945,2,13,113333,A0200001,13,13402,1,3,6,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,MENORES CONTROLADOS
2946,4,13,113405,A0200001,13,13402,1,1,5,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,MENORES CONTROLADOS
2947,9,13,113406,A0200001,13,13402,0,0,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,MENORES CONTROLADOS
2948,10,13,113406,A0200002,13,13402,0,0,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,LACTANCIA MATERNA EXCLUSIVA
2949,10,13,113406,A0200001,13,13402,0,0,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,MENORES CONTROLADOS
2950,10,13,113405,A0200002,13,13402,0,1,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,LACTANCIA MATERNA EXCLUSIVA
2951,10,13,113405,A0200001,13,13402,1,1,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,MENORES CONTROLADOS
2952,10,13,113333,A0200002,13,13402,1,3,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,LACTANCIA MATERNA EXCLUSIVA
2953,10,13,113333,A0200001,13,13402,2,3,6,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,MENORES CONTROLADOS
2954,5,13,113405,A0200002,13,13402,1,2,2,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,LACTANCIA MATERNA EXCLUSIVA
2955,5,13,113405,A0200001,13,13402,2,5,2,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,MENORES CONTROLADOS
2956,2,13,113333,A0200002,13,13402,1,3,6,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,LACTANCIA MATERNA EXCLUSIVA
2957,1,13,113333,A0200002,13,13402,3,1,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,LACTANCIA MATERNA EXCLUSIVA
2958,1,13,113333,A0200001,13,13402,3,0,12,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,MENORES CONTROLADOS
2959,3,13,113406,A0200002,13,13402,0,1,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,LACTANCIA MATERNA EXCLUSIVA
2960,3,13,113406,A0200001,13,13402,0,1,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,MENORES CONTROLADOS
2961,3,13,113405,A0200002,13,13402,3,2,2,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,LACTANCIA MATERNA EXCLUSIVA
2962,3,13,113405,A0200001,13,13402,5,2,4,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,MENORES CONTROLADOS
2963,4,13,113406,A0200002,13,13402,1,1,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,LACTANCIA MATERNA EXCLUSIVA
2964,4,13,113406,A0200001,13,13402,0,0,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,MENORES CONTROLADOS
2965,11,13,113405,A0200002,13,13402,0,0,3,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,LACTANCIA MATERNA EXCLUSIVA
2966,11,13,113405,A0200001,13,13402,0,1,5,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,MENORES CONTROLADOS
2967,11,13,113406,A0200002,13,13402,1,0,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,LACTANCIA MATERNA EXCLUSIVA
2968,11,13,113406,A0200001,13,13402,1,0,1,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,MENORES CONTROLADOS
2969,12,13,113405,A0200002,13,13402,3,2,8,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,LACTANCIA MATERNA EXCLUSIVA
2970,12,13,113405,A0200001,13,13402,4,3,8,Servicio de Salud Metropolitano Sur,Posta de Salud Rural Viluco,Buin,MENORES CONTROLADOS
2971,12,13,113406,A0200001,13,13402,1,2,0,Servicio de Salud Metropolitano Sur,Posta de Salud Rural El Recurso,Buin,MENORES CONTROLADOS
2972,12,13,113333,A0200002,13,13402,1,2,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,LACTANCIA MATERNA EXCLUSIVA
2973,12,13,113333,A0200001,13,13402,1,3,9,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Alto Jahuel,Buin,MENORES CONTROLADOS
2974,9,13,113334,A0200001,13,13403,1,2,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,MENORES CONTROLADOS
2975,6,13,113334,A0200001,13,13403,3,1,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,MENORES CONTROLADOS
2976,5,13,113334,A0200001,13,13403,2,4,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,MENORES CONTROLADOS
2977,4,13,113334,A0200002,13,13403,2,,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2978,4,13,113334,A0200001,13,13403,5,1,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,MENORES CONTROLADOS
2979,12,13,113334,A0200002,13,13403,1,,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2980,12,13,113334,A0200001,13,13403,2,,9,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,MENORES CONTROLADOS
2981,2,13,113334,A0200002,13,13403,1,5,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2982,2,13,113334,A0200001,13,13403,3,9,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,MENORES CONTROLADOS
2983,7,13,113334,A0200002,13,13403,5,4,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2984,7,13,113334,A0200001,13,13403,6,2,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,MENORES CONTROLADOS
2985,6,13,113334,A0200002,13,13403,3,1,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2986,5,13,113334,A0200002,13,13403,1,3,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2987,8,13,113334,A0200002,13,13403,2,3,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2988,8,13,113334,A0200001,13,13403,3,4,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,MENORES CONTROLADOS
2989,11,13,113334,A0200002,13,13403,,,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2990,11,13,113334,A0200001,13,13403,,,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,MENORES CONTROLADOS
2991,9,13,113334,A0200002,13,13403,2,2,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2992,3,13,113334,A0200002,13,13403,2,,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2993,1,13,113334,A0200002,13,13403,4,5,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2994,1,13,113334,A0200001,13,13403,8,11,6,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,MENORES CONTROLADOS
2995,3,13,113334,A0200001,13,13403,2,1,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,MENORES CONTROLADOS
2996,10,13,113334,A0200002,13,13403,,,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2997,10,13,113334,A0200001,13,13403,,,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Los Bajos de San Agustín,Calera de Tango,MENORES CONTROLADOS
2998,10,13,113321,A0200002,13,13403,5,4,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Calera de Tango,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
2999,10,13,113321,A0200001,13,13403,9,7,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Calera de Tango,Calera de Tango,MENORES CONTROLADOS
3000,2,13,113321,A0200002,13,13403,2,1,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Calera de Tango,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
3001,5,13,113321,A0200002,13,13403,4,4,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Calera de Tango,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
3002,5,13,113321,A0200001,13,13403,4,5,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Calera de Tango,Calera de Tango,MENORES CONTROLADOS
3003,9,13,113321,A0200002,13,13403,3,2,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Calera de Tango,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
3004,9,13,113321,A0200001,13,13403,3,4,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Calera de Tango,Calera de Tango,MENORES CONTROLADOS
3005,11,13,113321,A0200002,13,13403,,1,1,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Calera de Tango,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
3006,11,13,113321,A0200001,13,13403,2,3,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Calera de Tango,Calera de Tango,MENORES CONTROLADOS
3007,8,13,113321,A0200002,13,13403,7,,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Calera de Tango,Calera de Tango,LACTANCIA MATERNA EXCLUSIVA
